Servide Code,Service Name en,Service Name ar,Net Price,start date for Net Price
935,CMV (QUANTITATIVE) BY PCR IN BLOOD,CMV (QUANTITATIVE) BY PCR IN BLOOD,2585,4/17/24
936,CMV IGG,CMV IGG,330,4/17/24
937,CMV IGG IN CSF,CMV IGG IN CSF,352,4/17/24
938,CMV IGM,CMV IGM,330,4/17/24
939,CMV IGM IN CSF,CMV IGM IN CSF,352,4/17/24
940,CMV IN CSF BY PCR,CMV IN CSF BY PCR,2956.25,4/17/24
941,COAGULATION PROFILE (PT+PTT),COAGULATION PROFILE (PT+PTT),401.5,4/17/24
942,COCAINE,COCAINE,437.25,4/17/24
943,COLD AGGLUTININ,COLD AGGLUTININ,266.75,4/17/24
944,COOMBS TEST DIRECT,COOMBS TEST DIRECT,200.75,4/17/24
945,COOMBS TEST INDIRECT,COOMBS TEST INDIRECT,266.75,4/17/24
946,COPPER,COPPER,470.25,4/17/24
947,COPPER IN URINE,COPPER IN URINE,453.75,4/17/24
948,CORTISOL 9 A.M IN SERUM,CORTISOL 9 A.M IN SERUM,453.75,4/17/24
949,CORTISOL 9 P.M IN SERUM,CORTISOL 9 P.M IN SERUM,453.75,4/17/24
950,CORTISOL IN URINE,CORTISOL IN URINE,495,4/17/24
951,"CREATININE , URINE","CREATININE , URINE",192.5,4/17/24
952,CREATININE CLEARANCE,CREATININE CLEARANCE,275,4/17/24
953,CREATININE FROM DRAIN,CREATININE FROM DRAIN,143,4/17/24
954,CREATININE FROM DRAIN,CREATININE FROM DRAIN,143,4/17/24
955,CREATININE IN SERUM,CREATININE IN SERUM,200.75,4/17/24
956,CREATININE -SODIUM RATIO,CREATININE -SODIUM RATIO,305.25,4/17/24
957,CROSS MATCHING,CROSS MATCHING,352,4/17/24
958,CRP QUANTITATIVE,CRP QUANTITATIVE,371.25,4/17/24
959,CRYGLOBULINS IN SERUM,CRYGLOBULINS IN SERUM,305.25,4/17/24
960,CSF C/S,CSF C/S,495,4/17/24
961,"CSF EXAMINATION ( LDH, PROTEIN,SUGAR)","CSF EXAMINATION ( LDH, PROTEIN,SUGAR)",407,4/17/24
962,"CULTURE, BLOOD AEROBIC","CULTURE, BLOOD AEROBIC",437.25,4/17/24
963,"CULTURE, DRAIN","CULTURE, DRAIN",495,4/17/24
964,CULTURE FOR FUNGI,CULTURE FOR FUNGI,574.75,4/17/24
965,"CULTURE, BLOOD (BACTEC AEROBIC OR ANAEROBIC OR FUN","CULTURE, BLOOD (BACTEC AEROBIC OR ANAEROBIC OR FUN",693,4/17/24
966,"CULTURE, BLOOD (BACTEC, FUNGAL)","CULTURE, BLOOD (BACTEC, FUNGAL)",783.75,4/17/24
967,CULTURES & SENSITIVITY FOR ANAEROBES,CULTURES & SENSITIVITY FOR ANAEROBES,574.75,4/17/24
968,CVP CULTURE,CVP CULTURE,294.25,4/17/24
969,CYCLOSPORIN,CYCLOSPORIN,555.5,4/17/24
970,CYCLOSPORIN IN BLOOD,CYCLOSPORIN IN BLOOD,574.75,4/17/24
971,CYSTINE IN 24 HR URINE,CYSTINE IN 24 HR URINE,2717,4/17/24
972,CYTOLOGY (PERICARDIAL FLUID),CYTOLOGY (PERICARDIAL FLUID),294.25,4/17/24
973,CYTOLOGY (PERITONEAL FLUID),CYTOLOGY (PERITONEAL FLUID),294.25,4/17/24
974,CYTOLOGY PATHOLOGICAL EXAMINATION (ASCITIC FLUID),CYTOLOGY PATHOLOGICAL EXAMINATION (ASCITIC FLUID),750.75,4/17/24
975,CYTOLOGY PATHOLOGICAL EXAMINATION (CSF),CYTOLOGY PATHOLOGICAL EXAMINATION (CSF),750.75,4/17/24
976,CYTOLOGY PATHOLOGICAL EXAMINATION (OTHERS),CYTOLOGY PATHOLOGICAL EXAMINATION (OTHERS),750.75,4/17/24
977,CYTOLOGY PATHOLOGICAL EXAMINATION (URINE),CYTOLOGY PATHOLOGICAL EXAMINATION (URINE),750.75,4/17/24
978,CYTOLOGY PATHOLOGICAL EXAMINATION(PLEURAL FLUID),CYTOLOGY PATHOLOGICAL EXAMINATION(PLEURAL FLUID),750.75,4/17/24
979,D-DIMER,D-DIMER,1097.25,4/17/24
980,DELTA 4,DELTA 4,1463,4/17/24
981,DEOXY CORTISOL,DEOXY CORTISOL,407,4/17/24
982,DEPAKNE (VALPORIC ACID),DEPAKNE (VALPORIC ACID),470.25,4/17/24
983,DHEA –S,DHEA –S,363,4/17/24
984,DIFFERENTIAL LEUCOCYTIC COUNT,DIFFERENTIAL LEUCOCYTIC COUNT,220,4/17/24
985,DIGOXIN (LANOXIN),DIGOXIN (LANOXIN),464.75,4/17/24
986,DIHYDROTESTOSTERONE (DHT),DIHYDROTESTOSTERONE (DHT),3069,4/17/24
987,DISPUTED PATERNATY (BOTH PARTNERS),DISPUTED PATERNATY (BOTH PARTNERS),7507.5,4/17/24
988,DOPAMINE IN URINE,DOPAMINE IN URINE,2169.75,4/17/24
989,DOUBLE TEST,DOUBLE TEST,2340.25,4/17/24
990,DRUG OF ABUSE,DRUG OF ABUSE,1548.25,4/17/24
991,"E3 RESTADIOL, FREE","E3 RESTADIOL, FREE",1047.75,4/17/24
992,EBNA- IGG,EBNA- IGG,495,4/17/24
993,EBNA- IGM,EBNA- IGM,321.75,4/17/24
994,EBV - VCA IGG,EBV - VCA IGG,407,4/17/24
995,EBV - VCA IGG IN CSF,EBV - VCA IGG IN CSF,464.75,4/17/24
996,EBV - VCA IGM,EBV - VCA IGM,407,4/17/24
997,EBV - VCA IGM IN CSF,EBV - VCA IGM IN CSF,464.75,4/17/24
998,EBV IN CSF BY PCR,EBV IN CSF BY PCR,3676.75,4/17/24
999,EBV PCR,EBV PCR,2186.25,4/17/24
1000,EBV-EA IGG,EBV-EA IGG,1652.75,4/17/24
1001,EBV-EA IGM,EBV-EA IGM,1652.75,4/17/24
1002,EMA TEST,EMA TEST,618.75,4/17/24
1003,ENA (EXTRACTABLE NUCLEAR AG),ENA (EXTRACTABLE NUCLEAR AG),1652.75,4/17/24
1004,ENATAMOEBIASIS ABS,ENATAMOEBIASIS ABS,627,4/17/24
1005,ENDOSCOPIC BIOPSY (COLON),ENDOSCOPIC BIOPSY (COLON),1234.75,4/17/24
1006,ENDOSCOPIC BIOPSY (GASTRIC),ENDOSCOPIC BIOPSY (GASTRIC),1355.75,4/17/24
1007,EOSINOPHIL IN URINE,EOSINOPHIL IN URINE,2340.25,4/17/24
1008,EPANUTIN (PHENYTOIN) PEAK,EPANUTIN (PHENYTOIN) PEAK,563.75,4/17/24
1009,EPANUTIN (PHENYTOIN) TROUGH,EPANUTIN (PHENYTOIN) TROUGH,574.75,4/17/24
1010,ESR,ESR,143,4/17/24
1011,ESTIMATED GLOMERULAR FILTERATION RATE (EGFR),ESTIMATED GLOMERULAR FILTERATION RATE (EGFR),266.75,4/17/24
1012,ESTRADIOL (E2),ESTRADIOL (E2),283.25,4/17/24
1013,ESTRASE NON-SPECIFIC (CYTOCHEMISTRY),ESTRASE NON-SPECIFIC (CYTOCHEMISTRY),321.75,4/17/24
1014,ESTRASE SPECIFIC (CYTOCHEMISTRY),ESTRASE SPECIFIC (CYTOCHEMISTRY),321.75,4/17/24
1015,ESTROGEN RECEPTORS,ESTROGEN RECEPTORS,1270.5,4/17/24
1016,FACTOR II,FACTOR II,2004.75,4/17/24
1017,FACTOR IX,FACTOR IX,693,4/17/24
1018,FACTOR V,FACTOR V,1487.75,4/17/24
1019,FACTOR V,FACTOR V,1487.75,4/17/24
1020,FACTOR V LEIDEN,FACTOR V LEIDEN,5596.25,4/17/24
1021,FACTOR VII,FACTOR VII,2007.5,4/17/24
1022,FACTOR VIII,FACTOR VIII,649,4/17/24
1023,FACTOR VIII INHIBITOR,FACTOR VIII INHIBITOR,822.25,4/17/24
1024,FACTOR X,FACTOR X,1575.75,4/17/24
1025,FACTOR XIII,FACTOR XIII,775.5,4/17/24
1026,FASCIOLA ABS,FASCIOLA ABS,690.25,4/17/24
1027,FASTING BLOOD GLUCOSE,FASTING BLOOD GLUCOSE,140.25,4/17/24
1028,FBS & 2 HR.PP,FBS & 2 HR.PP,200.75,4/17/24
1029,FERRITIN IN SERUM,FERRITIN IN SERUM,448.25,4/17/24
1030,FIBRINOGEN DEGRADATION PRODUCTS (FDPS),FIBRINOGEN DEGRADATION PRODUCTS (FDPS),525.25,4/17/24
1031,FIBRINOGEN LEVEL,FIBRINOGEN LEVEL,305.25,4/17/24
1032,FIBROTEST - ACTITEST,FIBROTEST - ACTITEST,3176.25,4/17/24
1033,FILARIAL ANTIBODY,FILARIAL ANTIBODY,1353,4/17/24
1034,FILARIAL FILM,FILARIAL FILM,266.75,4/17/24
1035,FILM FOR ACID FAST BACILLI (AFB) (ONE SAMPLE),FILM FOR ACID FAST BACILLI (AFB) (ONE SAMPLE),244.75,4/17/24
1036,FINE NEEDLE ASPIRATE CYTOLOGICAL EXAMINATION,FINE NEEDLE ASPIRATE CYTOLOGICAL EXAMINATION,2125.75,4/17/24
1037,FLT3 -ITD FISH,FLT3 -ITD FISH,3509,4/17/24
1038,FLT3 -ITD PCR,FLT3 -ITD PCR,3509,4/17/24
1039,FMF GENE,FMF GENE,4666.75,4/17/24
1040,FOLIC ACID,FOLIC ACID,1424.5,4/17/24
1041,FOLLICLE STIMULATING HORMONES (FSH),FOLLICLE STIMULATING HORMONES (FSH),266.75,4/17/24
1042,FRACTIONAL EXCRETION OF SODIUM,FRACTIONAL EXCRETION OF SODIUM,574.75,4/17/24
1043,FREE T3,FREE T3,327.25,4/17/24
1044,FREE T4,FREE T4,327.25,4/17/24
1045,FREE TESTOSTERONE,FREE TESTOSTERONE,352,4/17/24
1046,FRUCTOSAMINE IN SERUM,FRUCTOSAMINE IN SERUM,396,4/17/24
1047,FRUCTOSE IN SEMEN,FRUCTOSE IN SEMEN,396,4/17/24
1048,FULL TOXICOLOGY SCREEN IN URINE,FULL TOXICOLOGY SCREEN IN URINE,1531.75,4/17/24
1049,FUNGI FILM,FUNGI FILM,176,4/17/24
1050,G6PD ACTIVITY ( QUALITATVE ),G6PD ACTIVITY ( QUALITATVE ),352,4/17/24
1051,G6PD ACTIVITY ( QUANTITATIVE ),G6PD ACTIVITY ( QUANTITATIVE ),508.75,4/17/24
1052,GALACTOMANNAN,GALACTOMANNAN,827.75,4/17/24
1053,GASTRIN,GASTRIN,1839.75,4/17/24
1054,GGT (GAMMA GLUTAMYL TRANSFERASE),GGT (GAMMA GLUTAMYL TRANSFERASE),200.75,4/17/24
1055,GLOBULIN IN SERUM,GLOBULIN IN SERUM,244.75,4/17/24
1056,GLUCOSE IN ASCITIC FLUID,GLUCOSE IN ASCITIC FLUID,110,4/17/24
1057,GLUCOSE IN CSF,GLUCOSE IN CSF,110,4/17/24
1058,GLUCOSE IN PLEURAL FLUID,GLUCOSE IN PLEURAL FLUID,110,4/17/24
1059,GLUCOSE IN URINE,GLUCOSE IN URINE,99,4/17/24
1060,GLUCOSE POST PRANDIAL,GLUCOSE POST PRANDIAL,140.25,4/17/24
1061,GLUCOSE TOLERANCE CURVE,GLUCOSE TOLERANCE CURVE,495,4/17/24
1062,GLYCATED S.PROTEINS,GLYCATED S.PROTEINS,294.25,4/17/24
1063,GLYCINE IN CSF,GLYCINE IN CSF,99,4/17/24
1064,GROWTH HORMONE,GROWTH HORMONE,464.75,4/17/24
1065,H.PYLORI LINE,H.PYLORI LINE,1474,4/17/24
1066,H1N1 AB SCREENING TEST,H1N1 AB SCREENING TEST,827.75,4/17/24
1067,H1N1 PCR,H1N1 PCR,2186.25,4/17/24
1068,HAEMOGLOBIN ELECTROPHORESIS,HAEMOGLOBIN ELECTROPHORESIS,407,4/17/24
1069,HAMS TEST,HAMS TEST,643.5,4/17/24
1070,HAPTOGLOBIN,HAPTOGLOBIN,393.25,4/17/24
1071,HAV AB IGG,HAV AB IGG,319,4/17/24
1072,HAV ANTIBODY – IGG,HAV ANTIBODY – IGG,319,4/17/24
1073,HAV ANTIBODY – IGM,HAV ANTIBODY – IGM,319,4/17/24
1074,HBA1C (GLYCATED HAEMOGLOBIN),HBA1C (GLYCATED HAEMOGLOBIN),327.25,4/17/24
1075,HBC ANTIBODY (TOTAL),HBC ANTIBODY (TOTAL),305.25,4/17/24
1076,HBC ANTIBODYB IGM,HBC ANTIBODYB IGM,319,4/17/24
1077,HBE AB,HBE AB,321.75,4/17/24
1078,HBE AB,HBE AB,321.75,4/17/24
1079,HBE ANTIGEN,HBE ANTIGEN,319,4/17/24
1080,HBS ANTIBODY (HBS AB),HBS ANTIBODY (HBS AB),305.25,4/17/24
1081,HBS ANTIGEN (HBS AG),HBS ANTIGEN (HBS AG),327.25,4/17/24
1082,HBV DNA BY REAL TIME PCR (QUALITATIVE),HBV DNA BY REAL TIME PCR (QUALITATIVE),2233,4/17/24
1083,HBV DNA BY REAL TIME PCR (QUANTITATIVE),HBV DNA BY REAL TIME PCR (QUANTITATIVE),2387,4/17/24
1084,HCV AB IGG,HCV AB IGG,495,4/17/24
1085,HCV AB IGM,HCV AB IGM,643.5,4/17/24
1086,HCV ANTIBODY (HCV AB),HCV ANTIBODY (HCV AB),530.75,4/17/24
1087,HCV GENOTYPE AND SUBGENOTYPE BY PCR,HCV GENOTYPE AND SUBGENOTYPE BY PCR,3561.25,4/17/24
1088,HCV RNA BY REAL TIME PCR(  QUANTITATIVE),HCV RNA BY REAL TIME PCR(  QUANTITATIVE),2318.25,4/17/24
1089,HCV RNA BY REAL TIME PCR( QUALITATIVE),HCV RNA BY REAL TIME PCR( QUALITATIVE),1636.25,4/17/24
1090,HDL CHOLESTROL,HDL CHOLESTROL,250.25,4/17/24
1091,HDV AB (DELTA VIRUS),HDV AB (DELTA VIRUS),1463,4/17/24
1092,HELICOBACTER BIOPSY,HELICOBACTER BIOPSY,649,4/17/24
1093,HELICOBACTER PYLORI ABS,HELICOBACTER PYLORI ABS,464.75,4/17/24
1094,HELICOBACTER PYLORI ANITGEN IN STOOL,HELICOBACTER PYLORI ANITGEN IN STOOL,495,4/17/24
1095,HELICOBATER PYLORI AB (QUALITATIVE SEROLOGY),HELICOBATER PYLORI AB (QUALITATIVE SEROLOGY),294.25,4/17/24
1096,HELICOBATER PYLORI AB (QUANTITATIVE SEROLOGY),HELICOBATER PYLORI AB (QUANTITATIVE SEROLOGY),555.5,4/17/24
1097,HEMOGLOBIN & HAEMATOCRIT,HEMOGLOBIN & HAEMATOCRIT,143,4/17/24
1098,HEMOGLOBIN ELECTROPHORESIS,HEMOGLOBIN ELECTROPHORESIS,407,4/17/24
1099,HEMOGLOBIN LEVEL,HEMOGLOBIN LEVEL,143,4/17/24
1100,HEPCIDINE LEVEL,HEPCIDINE LEVEL,321.75,4/17/24
1101,HERPES ZOSTER IGG,HERPES ZOSTER IGG,2301.75,4/17/24
1102,HERPES ZOSTER IGM,HERPES ZOSTER IGM,2301.75,4/17/24
1103,HEV IGG (CB),HEV IGG (CB),954.25,4/17/24
1104,HEV IGM (CB),HEV IGM (CB),1523.5,4/17/24
1105,HFE GENE BY PCR,HFE GENE BY PCR,464.75,4/17/24
1106,HIGH SENSITIVE CRP,HIGH SENSITIVE CRP,676.5,4/17/24
1107,HIV AB,HIV AB,363,4/17/24
1108,HIV BY WESTERN BLOT,HIV BY WESTERN BLOT,2183.5,4/17/24
1109,HIV-1(QUANTITATIVE) BY PCR,HIV-1(QUANTITATIVE) BY PCR,7840.25,4/17/24
1110,HLA - B27,HLA - B27,1042.25,4/17/24
1111,HLA - B5,HLA - B5,3660.25,4/17/24
1112,HLA B -12,HLA B -12,940.5,4/17/24
1113,HLA CLASS I A,HLA CLASS I A,2631.75,4/17/24
1114,HLA CLASS I B,HLA CLASS I B,2818.75,4/17/24
1115,HLA CLASS I BY PCR,HLA CLASS I BY PCR,3509,4/17/24
1116,HLA CLASS II BY PCR,HLA CLASS II BY PCR,2711.5,4/17/24
1117,HOMA IR (HOMA TEST),HOMA IR (HOMA TEST),495,4/17/24
1118,HOMOCYSTINE IN BLOOD,HOMOCYSTINE IN BLOOD,682,4/17/24
1119,HPLC,HPLC,827.75,4/17/24
1120,HSV -2 IGG,HSV -2 IGG,346.5,4/17/24
1121,HSV -2 IGG IN CSF,HSV -2 IGG IN CSF,352,4/17/24
1122,HSV -2 IGM,HSV -2 IGM,346.5,4/17/24
1123,HSV -2 IGM IN CSF,HSV -2 IGM IN CSF,352,4/17/24
1124,HSV IN CSF BY PCR,HSV IN CSF BY PCR,5637.5,4/17/24
1125,HSV-1 IGG,HSV-1 IGG,346.5,4/17/24
1126,HSV-1 IGG IN CSF,HSV-1 IGG IN CSF,352,4/17/24
1127,HSV-1 IGM,HSV-1 IGM,346.5,4/17/24
1128,HSV-1 IGM IN CSF,HSV-1 IGM IN CSF,352,4/17/24
1129,HUMAN PAPILLOMA VIRUS (HPV) IGG,HUMAN PAPILLOMA VIRUS (HPV) IGG,3456.75,4/17/24
1130,HUMAN PAPILLOMA VIRUS DNA,HUMAN PAPILLOMA VIRUS DNA,3412.75,4/17/24
1131,HYDATID AB  ( ANTI ECHINOCOCCUS AB),HYDATID AB  ( ANTI ECHINOCOCCUS AB),464.75,4/17/24
1132,HYDROXYPROLINE IN URINE,HYDROXYPROLINE IN URINE,643.5,4/17/24
1133,IGA - IMMUNOGLOBULINS,IGA - IMMUNOGLOBULINS,393.25,4/17/24
1134,IGE (RAST) FOOD ALLERGEN,IGE (RAST) FOOD ALLERGEN,1133,4/17/24
1135,IGE (RAST) INHALENT ALLERGEN,IGE (RAST) INHALENT ALLERGEN,1133,4/17/24
1136,IGE TOTAL,IGE TOTAL,346.5,4/17/24
1137,IGG – LEVEL,IGG – LEVEL,464.75,4/17/24
1138,IGG INDEX – CSF,IGG INDEX – CSF,1017.5,4/17/24
1139,IGG SUBCLASS 4,IGG SUBCLASS 4,2109.25,4/17/24
1140,IGM - IMMUNOGLOBULINS,IGM - IMMUNOGLOBULINS,464.75,4/17/24
1141,IL 28 GENOTYPE,IL 28 GENOTYPE,2186.25,4/17/24
1142,IMMUNFIXATION ELECTROPHORESIS IN SERUM,IMMUNFIXATION ELECTROPHORESIS IN SERUM,2183.5,4/17/24
1143,IMMUNOELECTROPHORESIS,IMMUNOELECTROPHORESIS,2169.75,4/17/24
1144,"IMMUNOELECTROPHORESIS, URINE","IMMUNOELECTROPHORESIS, URINE",3030.5,4/17/24
1145,IMMUNOFIXATION,IMMUNOFIXATION,2183.5,4/17/24
1146,IMMUNOHISTOCHEMISTRY ( EACH,IMMUNOHISTOCHEMISTRY ( EACH,1012,4/17/24
1147,IMMUNOHISTOCHEMISTRY CA125,IMMUNOHISTOCHEMISTRY CA125,2301.75,4/17/24
1148,IMMUNOHISTOCHEMISTRY CD38,IMMUNOHISTOCHEMISTRY CD38,1903,4/17/24
1149,IMMUNOHISTOCHEMISTRY INHIBIN,IMMUNOHISTOCHEMISTRY INHIBIN,2301.75,4/17/24
1150,IMMUNOHISTOCHEMSTRY TUMOUR MARKERS PANNEL,IMMUNOHISTOCHEMSTRY TUMOUR MARKERS PANNEL,8461.75,4/17/24
1151,IMMUNOPHENOTYPING :CD,IMMUNOPHENOTYPING :CD,649,4/17/24
1152,IMMUNOPHENOTYPING :CD2,IMMUNOPHENOTYPING :CD2,525.25,4/17/24
1153,IMMUNOPHENOTYPING :CD3,IMMUNOPHENOTYPING :CD3,525.25,4/17/24
1154,IMMUNOPHENOTYPING :CD4,IMMUNOPHENOTYPING :CD4,525.25,4/17/24
1155,IMMUNOPHENOTYPING :CD5,IMMUNOPHENOTYPING :CD5,525.25,4/17/24
1156,IMMUNOPHENOTYPING :CD55,IMMUNOPHENOTYPING :CD55,734.25,4/17/24
1157,IMMUNOPHENOTYPING :CD59,IMMUNOPHENOTYPING :CD59,734.25,4/17/24
1158,IMMUNOPHENOTYPING :CD8,IMMUNOPHENOTYPING :CD8,525.25,4/17/24
1159,INFECTOIUS MONONUCLEOSIS TEST (PAUL-BUNNEL),INFECTOIUS MONONUCLEOSIS TEST (PAUL-BUNNEL),321.75,4/17/24
1160,INSULIN (2 HOURS),INSULIN (2 HOURS),319,4/17/24
1161,INSULIN (FASTING),INSULIN (FASTING),330,4/17/24
1162,INSULIN AUTO AB,INSULIN AUTO AB,2865.5,4/17/24
1163,INSULIN -LIKE GROWTH FACTOR (IGF),INSULIN -LIKE GROWTH FACTOR (IGF),2458.5,4/17/24
1164,INTRINSIC FACTOR ANTIBODY,INTRINSIC FACTOR ANTIBODY,1804,4/17/24
1165,IRON IN SERUM,IRON IN SERUM,294.25,4/17/24
1166,IRON STAIN (BM),IRON STAIN (BM),464.75,4/17/24
1167,ISLET CELL CYTOPLASMIC AUTO AB,ISLET CELL CYTOPLASMIC AUTO AB,957,4/17/24
1168,JAK2 MUTATION,JAK2 MUTATION,4086.5,4/17/24
1169,JO-1 (JO),JO-1 (JO),555.5,4/17/24
1170,KAPPA & LAMBDA LIGHT CHAIN,KAPPA & LAMBDA LIGHT CHAIN,4906,4/17/24
1171,KAPPA & LAMBDA LIGHT CHAIN QUANTITATIVE (URINE),KAPPA & LAMBDA LIGHT CHAIN QUANTITATIVE (URINE),2645.5,4/17/24
1172,KAPPA QUANTITATIVE ( SERUM),KAPPA QUANTITATIVE ( SERUM),2645.5,4/17/24
1173,KARYOTYPING OF AMNIOTIC FLUID,KARYOTYPING OF AMNIOTIC FLUID,4666.75,4/17/24
1174,KARYOTYPING( CONVENTIONAL BLOOD SAMPLE),KARYOTYPING( CONVENTIONAL BLOOD SAMPLE),2422.75,4/17/24
1175,KETONE BODIES,KETONE BODIES,396,4/17/24
1176,KETOSTEROIDS IN URINE,KETOSTEROIDS IN URINE,407,4/17/24
1177,KIDNEY FUNCTION,KIDNEY FUNCTION,294.25,4/17/24
1178,LA (SS-B),LA (SS-B),555.5,4/17/24
1179,LACTATE DEHYDROGENASE (L.D.H),LACTATE DEHYDROGENASE (L.D.H),302.5,4/17/24
1180,LACTATE IN BLOOD,LACTATE IN BLOOD,627,4/17/24
1181,LARGE BIOPSY,LARGE BIOPSY,2125.75,4/17/24
1182,LDL CHOLESTROL,LDL CHOLESTROL,211.75,4/17/24
1183,LE CELLS,LE CELLS,244.75,4/17/24
1184,LEAD,LEAD,1355.75,4/17/24
1185,LEGIONELLA AG IN URINE,LEGIONELLA AG IN URINE,2285.25,4/17/24
1186,LEUCOCYTE ALKALINE PHOSPHATASE ( LAP SCORE),LEUCOCYTE ALKALINE PHOSPHATASE ( LAP SCORE),896.5,4/17/24
1187,LEUTINISING HORMONE (L.H),LEUTINISING HORMONE (L.H),266.75,4/17/24
1188,LIPASE IN BLOOD,LIPASE IN BLOOD,319,4/17/24
1189,LIPID PROFILE,LIPID PROFILE,591.25,4/17/24
1190,LIPOPROTEIN,LIPOPROTEIN,396,4/17/24
1191,LIPOPROTEIN (A),LIPOPROTEIN (A),1446.5,4/17/24
1192,LIPOPROTIEN ELECTROPHORESIS,LIPOPROTIEN ELECTROPHORESIS,379.5,4/17/24
1193,LITHIUM,LITHIUM,305.25,4/17/24
1194,LIVER FUNCTION,LIVER FUNCTION,555.5,4/17/24
1195,LUPUS ANTICOAGULANT,LUPUS ANTICOAGULANT,783.75,4/17/24
1196,MAGNESIUM IN SERUM,MAGNESIUM IN SERUM,253,4/17/24
1197,MAGNESIUM IN URINE,MAGNESIUM IN URINE,220,4/17/24
1198,MALARIA AB,MALARIA AB,2301.75,4/17/24
1199,MALARIA AB,MALARIA AB,2301.75,4/17/24
1200,MEASLES IGG,MEASLES IGG,1754.5,4/17/24
1201,MEASLES IGM,MEASLES IGM,1754.5,4/17/24
1202,MEDIUM SIZED BOIPSY,MEDIUM SIZED BOIPSY,1548.25,4/17/24
1203,MET HEMOGLOBIN,MET HEMOGLOBIN,1012,4/17/24
1204,METABOLIC SCREEN TEST,METABOLIC SCREEN TEST,2114.75,4/17/24
1205,METANEPHRINE & NORMETANEPHRINE IN BLOOD,METANEPHRINE & NORMETANEPHRINE IN BLOOD,2645.5,4/17/24
1206,METANEPHRINE IN 24 HR. URINE,METANEPHRINE IN 24 HR. URINE,2645.5,4/17/24
1207,METHOTREXATE,METHOTREXATE,1463,4/17/24
1208,MICROALBUMINURIA,MICROALBUMINURIA,396,4/17/24
1209,MIXED LYMPHOCYTE CULTURE (MLC),MIXED LYMPHOCYTE CULTURE (MLC),1446.5,4/17/24
1210,MONOSPOT TEST,MONOSPOT TEST,220,4/17/24
1211,MYOGLOBIN IN BLOOD,MYOGLOBIN IN BLOOD,2015.75,4/17/24
1212,"MYOGLOBULIN , URINE","MYOGLOBULIN , URINE",2015.75,4/17/24
1213,NATURAL KILLER CELLS (NK CELLS),NATURAL KILLER CELLS (NK CELLS),1652.75,4/17/24
1214,NBT,NBT,437.25,4/17/24
1215,NEURON SPECIFIC ENOLAS (NSE),NEURON SPECIFIC ENOLAS (NSE),3525.5,4/17/24
1216,NEUTROPHIL FUNCTION CHEMOTAXSIS (NBT),NEUTROPHIL FUNCTION CHEMOTAXSIS (NBT),437.25,4/17/24
1217,NICOTINE,NICOTINE,2004.75,4/17/24
1218,NORADRENALINE LEVEL,NORADRENALINE LEVEL,2301.75,4/17/24
1219,NOSE SWAB  C/S,NOSE SWAB  C/S,330,4/17/24
1220,OCCULT BLOOD IN STOOL,OCCULT BLOOD IN STOOL,192.5,4/17/24
1221,OLIGCLONAL BAND,OLIGCLONAL BAND,2645.5,4/17/24
1222,OLIGOCLONAL BAND IN CSF,OLIGOCLONAL BAND IN CSF,2865.5,4/17/24
1223,OPIATES (HEROIN) IN URINE,OPIATES (HEROIN) IN URINE,470.25,4/17/24
1224,ORGANIC ACID IN URINE,ORGANIC ACID IN URINE,2114.75,4/17/24
1225,OSMOLALITY IN SERUM,OSMOLALITY IN SERUM,321.75,4/17/24
1226,OSMOLALITY IN URINE,OSMOLALITY IN URINE,305.25,4/17/24
1227,OSMOTIC FRAGILITY,OSMOTIC FRAGILITY,294.25,4/17/24
1228,OSTEOCALCIN,OSTEOCALCIN,1474,4/17/24
1229,"OXALATE , URINE","OXALATE , URINE",800.25,4/17/24
1230,OXALATE IN  24 HR URINE,OXALATE IN  24 HR URINE,1641.75,4/17/24
1231,PARATHYROID HORMONE (PTH),PARATHYROID HORMONE (PTH),396,4/17/24
1232,PARVOVIRUS B19 IGG,PARVOVIRUS B19 IGG,3184.5,4/17/24
1233,PARVOVIRUS B19 IGM,PARVOVIRUS B19 IGM,3184.5,4/17/24
1234,PATHOLOGY FROZEN SECTION,PATHOLOGY FROZEN SECTION,8461.75,4/17/24
1235,PAUL BUNNEL TEST (HETEROPHILE ANTOBODIES),PAUL BUNNEL TEST (HETEROPHILE ANTOBODIES),321.75,4/17/24
1236,PERIPHERAL BLOOD FILM FOR  HAEMOPARASITES,PERIPHERAL BLOOD FILM FOR  HAEMOPARASITES,220,4/17/24
1237,PERIPHERAL BLOOD FILM FOR FRAGMENTED RBCS ( RED CE,PERIPHERAL BLOOD FILM FOR FRAGMENTED RBCS ( RED CE,220,4/17/24
1238,PERIPHERAL BLOOD FILM FOR MALARIA,PERIPHERAL BLOOD FILM FOR MALARIA,220,4/17/24
1239,PERIPHERAL BLOOD FILM FOR PLATELETS,PERIPHERAL BLOOD FILM FOR PLATELETS,220,4/17/24
1240,PEROXIDASE CYTOCHEMISTRY,PEROXIDASE CYTOCHEMISTRY,393.25,4/17/24
1241,PH,PH,101.75,4/17/24
1242,PHENOBARBITAL,PHENOBARBITAL,574.75,4/17/24
1243,PHENOBARBITAL,PHENOBARBITAL,574.75,4/17/24
1244,PHILADELPHIA CHROMOSOME (FISH),PHILADELPHIA CHROMOSOME (FISH),3069,4/17/24
